Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base,subject_base,option_base
recroitre, recr, 3-sg-f, indicatif-futur, grow again, she, indicatif futur,recroitre,,
recroitre, recr, 3-sg-n, indicatif-futur, grow again, it, indicatif futur,recroitre,,
recroitre, recr, 1-pl, indicatif-futur, grow again, we, indicatif futur,recroitre,,
recroitre, recr, 2-pl, indicatif-futur, grow again, you all, indicatif futur,recroitre,,
recroitre, recr, 3-pl-m, indicatif-futur, grow again, they (m), indicatif futur,recroitre,,
recroitre, recr, 3-pl-f, indicatif-futur, grow again, they (f), indicatif futur,recroitre,,
recroitre, recr, 1-sg, indicatif-imparfait, grow again, i, indicatif imparfait,recroitre,,
recroitre, recr, 2-sg, indicatif-imparfait, grow again, you, indicatif imparfait,recroitre,,
recroitre, recr, 3-sg-m, indicatif-imparfait, grow again, he, indicatif imparfait,recroitre,,
recroitre, recr, 3-sg-f, indicatif-imparfait, grow again, she, indicatif imparfait,recroitre,,
recroitre, recr, 3-sg-n, indicatif-imparfait, grow again, it, indicatif imparfait,recroitre,,
recroitre, recr, 1-pl, indicatif-imparfait, grow again, we, indicatif imparfait,recroitre,,
recroitre, recr, 2-pl, indicatif-imparfait, grow again, you all, indicatif imparfait,recroitre,,
recroitre, recr, 3-pl-m, indicatif-imparfait, grow again, they (m), indicatif imparfait,recroitre,,
recroitre, recr, 3-pl-f, indicatif-imparfait, grow again, they (f), indicatif imparfait,recroitre,,
recroitre, recr, 1-sg, indicatif-passe-simple, grow again, i, indicatif passe simple,recroitre,,
recroitre, recr, 2-sg, indicatif-passe-simple, grow again, you, indicatif passe simple,recroitre,,
recroitre, recr, 3-sg-m, indicatif-passe-simple, grow again, he, indicatif passe simple,recroitre,,
recroitre, recr, 3-sg-f, indicatif-passe-simple, grow again, she, indicatif passe simple,recroitre,,
recroitre, recr, 3-sg-n, indicatif-passe-simple, grow again, it, indicatif passe simple,recroitre,,
recroitre, recr, 1-pl, indicatif-passe-simple, grow again, we, indicatif passe simple,recroitre,,
recroitre, recr, 2-pl, indicatif-passe-simple, grow again, you all, indicatif passe simple,recroitre,,
recroitre, recr, 3-pl-m, indicatif-passe-simple, grow again, they (m), indicatif passe simple,recroitre,,
recroitre, recr, 3-pl-f, indicatif-passe-simple, grow again, they (f), indicatif passe simple,recroitre,,
recroitre, recr, 1-sg, indicatif-present, grow again, i, indicatif present,recroitre,,
recroitre, recr, 2-sg, indicatif-present, grow again, you, indicatif present,recroitre,,
recroitre, recr, 3-sg-m, indicatif-present, grow again, he, indicatif present,recroitre,,
recroitre, recr, 3-sg-f, indicatif-present, grow again, she, indicatif present,recroitre,,
recroitre, recr, 3-sg-n, indicatif-present, grow again, it, indicatif present,recroitre,,
recroitre, recr, 1-pl, indicatif-present, grow again, we, indicatif present,recroitre,,
recroitre, recr, 2-pl, indicatif-present, grow again, you all, indicatif present,recroitre,,
recroitre, recr, 3-pl-m, indicatif-present, grow again, they (m), indicatif present,recroitre,,
recroitre, recr, 3-pl-f, indicatif-present, grow again, they (f), indicatif present,recroitre,,
recroitre, recr, 3-sg-m, participe-passe, grow again, he, participe passe,recroitre,,
recroitre, recr, 3-pl-m, participe-passe, grow again, they (m), participe passe,recroitre,,
recroitre, recr, 3-sg-f, participe-passe, grow again, she, participe passe,recroitre,,
recroitre, recr, 3-pl-f, participe-passe, grow again, they (f), participe passe,recroitre,,
recroitre, recr, 1-sg, subjonctif-imparfait, grow again, i, subjonctif imparfait,recroitre,,
recroitre, recr, 2-sg, subjonctif-imparfait, grow again, you, subjonctif imparfait,recroitre,,
recroitre, recr, 3-sg-m, subjonctif-imparfait, grow again, he, subjonctif imparfait,recroitre,,
recroitre, recr, 3-sg-f, subjonctif-imparfait, grow again, she, subjonctif imparfait,recroitre,,
recroitre, recr, 3-sg-n, subjonctif-imparfait, grow again, it, subjonctif imparfait,recroitre,,
recroitre, recr, 1-pl, subjonctif-imparfait, grow again, we, subjonctif imparfait,recroitre,,
recroitre, recr, 2-pl, subjonctif-imparfait, grow again, you all, subjonctif imparfait,recroitre,,
recroitre, recr, 3-pl-m, subjonctif-imparfait, grow again, they (m), subjonctif imparfait,recroitre,,
recroitre, recr, 3-pl-f, subjonctif-imparfait, grow again, they (f), subjonctif imparfait,recroitre,,
recroitre, recr, 1-sg, subjonctif-present, grow again, i, subjonctif present,recroitre,,
recroitre, recr, 2-sg, subjonctif-present, grow again, you, subjonctif present,recroitre,,
recroitre, recr, 3-sg-m, subjonctif-present, grow again, he, subjonctif present,recroitre,,
recroitre, recr, 3-sg-f, subjonctif-present, grow again, she, subjonctif present,recroitre,,
recroitre, recr, 3-sg-n, subjonctif-present, grow again, it, subjonctif present,recroitre,,
recroitre, recr, 1-pl, subjonctif-present, grow again, we, subjonctif present,recroitre,,
recroitre, recr, 2-pl, subjonctif-present, grow again, you all, subjonctif present,recroitre,,
recroitre, recr, 3-pl-m, subjonctif-present, grow again, they (m), subjonctif present,recroitre,,
recroitre, recr, 3-pl-f, subjonctif-present, grow again, they (f), subjonctif present,recroitre,,
renaitre, ren, 1-sg, conditionnel-present, be reborn, i, conditionnel present,renaitre,,
renaitre, ren, 2-sg, conditionnel-present, be reborn, you, conditionnel present,renaitre,,
renaitre, ren, 3-sg-m, conditionnel-present, be reborn, he, conditionnel present,renaitre,,
renaitre, ren, 3-sg-f, conditionnel-present, be reborn, she, conditionnel present,renaitre,,
renaitre, ren, 3-sg-n, conditionnel-present, be reborn, it, conditionnel present,renaitre,,
renaitre, ren, 1-pl, conditionnel-present, be reborn, we, conditionnel present,renaitre,,
renaitre, ren, 2-pl, conditionnel-present, be reborn, you all, conditionnel present,renaitre,,
renaitre, ren, 3-pl-m, conditionnel-present, be reborn, they (m), conditionnel present,renaitre,,
renaitre, ren, 3-pl-f, conditionnel-present, be reborn, they (f), conditionnel present,renaitre,,
renaitre, ren, 1-sg, imperatif-present, be reborn, i, imperatif present,renaitre,,
renaitre, ren, 2-sg, imperatif-present, be reborn, you, imperatif present,renaitre,,
renaitre, ren, 3-sg-m, imperatif-present, be reborn, he, imperatif present,renaitre,,
renaitre, ren, 3-sg-f, imperatif-present, be reborn, she, imperatif present,renaitre,,
renaitre, ren, 3-sg-n, imperatif-present, be reborn, it, imperatif present,renaitre,,
renaitre, ren, 1-sg, indicatif-futur, be reborn, i, indicatif futur,renaitre,,
renaitre, ren, 2-sg, indicatif-futur, be reborn, you, indicatif futur,renaitre,,
renaitre, ren, 3-sg-m, indicatif-futur, be reborn, he, indicatif futur,renaitre,,
renaitre, ren, 3-sg-f, indicatif-futur, be reborn, she, indicatif futur,renaitre,,
renaitre, ren, 3-sg-n, indicatif-futur, be reborn, it, indicatif futur,renaitre,,
renaitre, ren, 1-pl, indicatif-futur, be reborn, we, indicatif futur,renaitre,,
renaitre, ren, 2-pl, indicatif-futur, be reborn, you all, indicatif futur,renaitre,,
renaitre, ren, 3-pl-m, indicatif-futur, be reborn, they (m), indicatif futur,renaitre,,
renaitre, ren, 3-pl-f, indicatif-futur, be reborn, they (f), indicatif futur,renaitre,,
renaitre, ren, 1-sg, indicatif-imparfait, be reborn, i, indicatif imparfait,renaitre,,
renaitre, ren, 2-sg, indicatif-imparfait, be reborn, you, indicatif imparfait,renaitre,,
renaitre, ren, 3-sg-m, indicatif-imparfait, be reborn, he, indicatif imparfait,renaitre,,
renaitre, ren, 3-sg-f, indicatif-imparfait, be reborn, she, indicatif imparfait,renaitre,,
renaitre, ren, 3-sg-n, indicatif-imparfait, be reborn, it, indicatif imparfait,renaitre,,
renaitre, ren, 1-pl, indicatif-imparfait, be reborn, we, indicatif imparfait,renaitre,,
renaitre, ren, 2-pl, indicatif-imparfait, be reborn, you all, indicatif imparfait,renaitre,,
renaitre, ren, 3-pl-m, indicatif-imparfait, be reborn, they (m), indicatif imparfait,renaitre,,
renaitre, ren, 3-pl-f, indicatif-imparfait, be reborn, they (f), indicatif imparfait,renaitre,,
renaitre, ren, 1-sg, indicatif-passe-simple, be reborn, i, indicatif passe simple,renaitre,,
renaitre, ren, 2-sg, indicatif-passe-simple, be reborn, you, indicatif passe simple,renaitre,,
renaitre, ren, 3-sg-m, indicatif-passe-simple, be reborn, he, indicatif passe simple,renaitre,,
renaitre, ren, 3-sg-f, indicatif-passe-simple, be reborn, she, indicatif passe simple,renaitre,,
renaitre, ren, 3-sg-n, indicatif-passe-simple, be reborn, it, indicatif passe simple,renaitre,,
renaitre, ren, 1-pl, indicatif-passe-simple, be reborn, we, indicatif passe simple,renaitre,,
renaitre, ren, 2-pl, indicatif-passe-simple, be reborn, you all, indicatif passe simple,renaitre,,
renaitre, ren, 3-pl-m, indicatif-passe-simple, be reborn, they (m), indicatif passe simple,renaitre,,
renaitre, ren, 3-pl-f, indicatif-passe-simple, be reborn, they (f), indicatif passe simple,renaitre,,
renaitre, ren, 1-sg, indicatif-present, be reborn, i, indicatif present,renaitre,,
renaitre, ren, 2-sg, indicatif-present, be reborn, you, indicatif present,renaitre,,
renaitre, ren, 3-sg-m, indicatif-present, be reborn, he, indicatif present,renaitre,,
renaitre, ren, 3-sg-f, indicatif-present, be reborn, she, indicatif present,renaitre,,
renaitre, ren, 3-sg-n, indicatif-present, be reborn, it, indicatif present,renaitre,,
renaitre, ren, 1-pl, indicatif-present, be reborn, we, indicatif present,renaitre,,
renaitre, ren, 2-pl, indicatif-present, be reborn, you all, indicatif present,renaitre,,
renaitre, ren, 3-pl-m, indicatif-present, be reborn, they (m), indicatif present,renaitre,,
renaitre, ren, 3-pl-f, indicatif-present, be reborn, they (f), indicatif present,renaitre,,
renaitre, ren, 3-sg-m, participe-passe, be reborn, he, participe passe,renaitre,,
renaitre, ren, 3-pl-m, participe-passe, be reborn, they (m), participe passe,renaitre,,
renaitre, ren, 3-sg-f, participe-passe, be reborn, she, participe passe,renaitre,,
renaitre, ren, 3-pl-f, participe-passe, be reborn, they (f), participe passe,renaitre,,
renaitre, ren, 1-sg, subjonctif-imparfait, be reborn, i, subjonctif imparfait,renaitre,,
renaitre, ren, 2-sg, subjonctif-imparfait, be reborn, you, subjonctif imparfait,renaitre,,
renaitre, ren, 3-sg-m, subjonctif-imparfait, be reborn, he, subjonctif imparfait,renaitre,,
renaitre, ren, 3-sg-f, subjonctif-imparfait, be reborn, she, subjonctif imparfait,renaitre,,
renaitre, ren, 3-sg-n, subjonctif-imparfait, be reborn, it, subjonctif imparfait,renaitre,,
renaitre, ren, 1-pl, subjonctif-imparfait, be reborn, we, subjonctif imparfait,renaitre,,
renaitre, ren, 2-pl, subjonctif-imparfait, be reborn, you all, subjonctif imparfait,renaitre,,
renaitre, ren, 3-pl-m, subjonctif-imparfait, be reborn, they (m), subjonctif imparfait,renaitre,,
renaitre, ren, 3-pl-f, subjonctif-imparfait, be reborn, they (f), subjonctif imparfait,renaitre,,
renaitre, ren, 1-sg, subjonctif-present, be reborn, i, subjonctif present,renaitre,,
renaitre, ren, 2-sg, subjonctif-present, be reborn, you, subjonctif present,renaitre,,
renaitre, ren, 3-sg-m, subjonctif-present, be reborn, he, subjonctif present,renaitre,,
renaitre, ren, 3-sg-f, subjonctif-present, be reborn, she, subjonctif present,renaitre,,
renaitre, ren, 3-sg-n, subjonctif-present, be reborn, it, subjonctif present,renaitre,,
renaitre, ren, 1-pl, subjonctif-present, be reborn, we, subjonctif present,renaitre,,
renaitre, ren, 2-pl, subjonctif-present, be reborn, you all, subjonctif present,renaitre,,
renaitre, ren, 3-pl-m, subjonctif-present, be reborn, they (m), subjonctif present,renaitre,,
renaitre, ren, 3-pl-f, subjonctif-present, be reborn, they (f), subjonctif present,renaitre,,
repaitre, rep, 1-sg, conditionnel-present, regraze, i, conditionnel present,repaitre,,
repaitre, rep, 2-sg, conditionnel-present, regraze, you, conditionnel present,repaitre,,
repaitre, rep, 3-sg-m, conditionnel-present, regraze, he, conditionnel present,repaitre,,
repaitre, rep, 3-sg-f, conditionnel-present, regraze, she, conditionnel present,repaitre,,
repaitre, rep, 3-sg-n, conditionnel-present, regraze, it, conditionnel present,repaitre,,
repaitre, rep, 1-pl, conditionnel-present, regraze, we, conditionnel present,repaitre,,
repaitre, rep, 2-pl, conditionnel-present, regraze, you all, conditionnel present,repaitre,,
repaitre, rep, 3-pl-m, conditionnel-present, regraze, they (m), conditionnel present,repaitre,,
repaitre, rep, 3-pl-f, conditionnel-present, regraze, they (f), conditionnel present,repaitre,,
repaitre, rep, 1-sg, imperatif-present, regraze, i, imperatif present,repaitre,,
repaitre, rep, 2-sg, imperatif-present, regraze, you, imperatif present,repaitre,,
repaitre, rep, 3-sg-m, imperatif-present, regraze, he, imperatif present,repaitre,,
repaitre, rep, 3-sg-f, imperatif-present, regraze, she, imperatif present,repaitre,,
repaitre, rep, 3-sg-n, imperatif-present, regraze, it, imperatif present,repaitre,,
repaitre, rep, 1-sg, indicatif-futur, regraze, i, indicatif futur,repaitre,,
repaitre, rep, 2-sg, indicatif-futur, regraze, you, indicatif futur,repaitre,,
repaitre, rep, 3-sg-m, indicatif-futur, regraze, he, indicatif futur,repaitre,,
repaitre, rep, 3-sg-f, indicatif-futur, regraze, she, indicatif futur,repaitre,,
repaitre, rep, 3-sg-n, indicatif-futur, regraze, it, indicatif futur,repaitre,,
repaitre, rep, 1-pl, indicatif-futur, regraze, we, indicatif futur,repaitre,,
repaitre, rep, 2-pl, indicatif-futur, regraze, you all, indicatif futur,repaitre,,
repaitre, rep, 3-pl-m, indicatif-futur, regraze, they (m), indicatif futur,repaitre,,
repaitre, rep, 3-pl-f, indicatif-futur, regraze, they (f), indicatif futur,repaitre,,
repaitre, rep, 1-sg, indicatif-imparfait, regraze, i, indicatif imparfait,repaitre,,
repaitre, rep, 2-sg, indicatif-imparfait, regraze, you, indicatif imparfait,repaitre,,
repaitre, rep, 3-sg-m, indicatif-imparfait, regraze, he, indicatif imparfait,repaitre,,
repaitre, rep, 3-sg-f, indicatif-imparfait, regraze, she, indicatif imparfait,repaitre,,
repaitre, rep, 3-sg-n, indicatif-imparfait, regraze, it, indicatif imparfait,repaitre,,
repaitre, rep, 1-pl, indicatif-imparfait, regraze, we, indicatif imparfait,repaitre,,
repaitre, rep, 2-pl, indicatif-imparfait, regraze, you all, indicatif imparfait,repaitre,,
repaitre, rep, 3-pl-m, indicatif-imparfait, regraze, they (m), indicatif imparfait,repaitre,,
repaitre, rep, 3-pl-f, indicatif-imparfait, regraze, they (f), indicatif imparfait,repaitre,,
repaitre, rep, 1-sg, indicatif-passe-simple, regraze, i, indicatif passe simple,repaitre,,
repaitre, rep, 2-sg, indicatif-passe-simple, regraze, you, indicatif passe simple,repaitre,,
repaitre, rep, 3-sg-m, indicatif-passe-simple, regraze, he, indicatif passe simple,repaitre,,
repaitre, rep, 3-sg-f, indicatif-passe-simple, regraze, she, indicatif passe simple,repaitre,,
repaitre, rep, 3-sg-n, indicatif-passe-simple, regraze, it, indicatif passe simple,repaitre,,
repaitre, rep, 1-pl, indicatif-passe-simple, regraze, we, indicatif passe simple,repaitre,,
repaitre, rep, 2-pl, indicatif-passe-simple, regraze, you all, indicatif passe simple,repaitre,,
repaitre, rep, 3-pl-m, indicatif-passe-simple, regraze, they (m), indicatif passe simple,repaitre,,
repaitre, rep, 3-pl-f, indicatif-passe-simple, regraze, they (f), indicatif passe simple,repaitre,,
repaitre, rep, 1-sg, indicatif-present, regraze, i, indicatif present,repaitre,,
repaitre, rep, 2-sg, indicatif-present, regraze, you, indicatif present,repaitre,,
repaitre, rep, 3-sg-m, indicatif-present, regraze, he, indicatif present,repaitre,,
repaitre, rep, 3-sg-f, indicatif-present, regraze, she, indicatif present,repaitre,,
repaitre, rep, 3-sg-n, indicatif-present, regraze, it, indicatif present,repaitre,,
repaitre, rep, 1-pl, indicatif-present, regraze, we, indicatif present,repaitre,,
repaitre, rep, 2-pl, indicatif-present, regraze, you all, indicatif present,repaitre,,
repaitre, rep, 3-pl-m, indicatif-present, regraze, they (m), indicatif present,repaitre,,
repaitre, rep, 3-pl-f, indicatif-present, regraze, they (f), indicatif present,repaitre,,
repaitre, rep, 3-sg-m, participe-passe, regraze, he, participe passe,repaitre,,
repaitre, rep, 3-pl-m, participe-passe, regraze, they (m), participe passe,repaitre,,
repaitre, rep, 3-sg-f, participe-passe, regraze, she, participe passe,repaitre,,
